Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2941","Produits Animaux","2019","2019","g/personne/jour","52.31","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2018","2018","Kcal/personne/jour","2384","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2019","2019","Kcal/personne/jour","2259","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","46.31","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","43.83","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","67.7","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","65.84","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","664","Disponibilité alimentaire (Kcal/personne/jour)","S2941","Produits Animaux","2018","2018","Kcal/personne/jour","669","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","664","Disponibilité alimentaire (Kcal/personne/jour)","S2941","Produits Animaux","2019","2019","Kcal/personne/jour","847","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","674","Disponibilité de protéines en quantité (g/personne/jour)","S2941","Produits Animaux","2018","2018","g/personne/jour","45.59","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","674","Disponibilité de protéines en quantité (g/personne/jour)","S2941","Produits Animaux","2019","2019","g/personne/jour","54.79","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2941","Produits Animaux","2018","2018","g/personne/jour","46.97","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2941","Produits Animaux","2019","2019","g/personne/jour","58.29","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2018","2018","Kcal/personne/jour","2418","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2019","2019","Kcal/personne/jour","2409","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","34.69","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","35.63","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","53.05","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","50.47","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2941","Produits Animaux","2018","2018","Kcal/personne/jour","555","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2941","Produits Animaux","2019","2019","Kcal/personne/jour","561","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2941","Produits Animaux","2018","2018","g/personne/jour","37.9","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2941","Produits Animaux","2019","2019","g/personne/jour","38.47","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2941","Produits Animaux","2018","2018","g/personne/jour","37.39","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2941","Produits Animaux","2019","2019","g/personne/jour","37.82","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","174","Comores","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2018","2018","Kcal/personne/jour","2177","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","174","Comores","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2019","2019","Kcal/personne/jour","2152","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","174","Comores","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","39.84","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","174","Comores","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","37.46","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","174","Comores","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","52.63","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","174","Comores","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","50.12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","174","Comores","664","Disponibilité alimentaire (Kcal/personne/jour)","S2941","Produits Animaux","2018","2018","Kcal/personne/jour","137","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","174","Comores","664","Disponibilité alimentaire (Kcal/personne/jour)","S2941","Produits Animaux","2019","2019","Kcal/personne/jour","166","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","174","Comores","674","Disponibilité de protéines en quantité (g/personne/jour)","S2941","Produits Animaux","2018","2018","g/personne/jour","13.78","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","174","Comores","674","Disponibilité de protéines en quantité (g/personne/jour)","S2941","Produits Animaux","2019","2019","g/personne/jour","16.99","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","174","Comores","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2941","Produits Animaux","2018","2018","g/personne/jour","7.6","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","174","Comores","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2941","Produits Animaux","2019","2019","g/personne/jour","8","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2018","2018","Kcal/personne/jour","1953","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2019","2019","Kcal/personne/jour","1974","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","27.21","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","27.2","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","33.28","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","42.18","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","664","Disponibilité alimentaire (Kcal/personne/jour)","S2941","Produits Animaux","2018","2018","Kcal/personne/jour","230","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","664","Disponibilité alimentaire (Kcal/personne/jour)","S2941","Produits Animaux","2019","2019","Kcal/personne/jour","216","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","674","Disponibilité de protéines en quantité (g/personne/jour)","S2941","Produits Animaux","2018","2018","g/personne/jour","26.66","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","674","Disponibilité de protéines en quantité (g/personne/jour)","S2941","Produits Animaux","2019","2019","g/personne/jour","24.97","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2941","Produits Animaux","2018","2018","g/personne/jour","12.23","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","178","Congo","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2941","Produits Animaux","2019","2019","g/personne/jour","11.62","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2018","2018","Kcal/personne/jour","2318","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2019","2019","Kcal/personne/jour","2289","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","35.61","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","35.2","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","59.14","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","56.17","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","664","Disponibilité alimentaire (Kcal/personne/jour)","S2941","Produits Animaux","2018","2018","Kcal/personne/jour","687","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","664","Disponibilité alimentaire (Kcal/personne/jour)","S2941","Produits Animaux","2019","2019","Kcal/personne/jour","735","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","674","Disponibilité de protéines en quantité (g/personne/jour)","S2941","Produits Animaux","2018","2018","g/personne/jour","46.06","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","674","Disponibilité de protéines en quantité (g/personne/jour)","S2941","Produits Animaux","2019","2019","g/personne/jour","49.81","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2941","Produits Animaux","2018","2018","g/personne/jour","44.33","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2941","Produits Animaux","2019","2019","g/personne/jour","47.77","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","384","Côte d'Ivoire","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2018","2018","Kcal/personne/jour","2759","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","384","Côte d'Ivoire","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2019","2019","Kcal/personne/jour","2809","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","384","Côte d'Ivoire","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","45.52","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","384","Côte d'Ivoire","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","46.32","E","Valeur estimée"
